"Type","Hash","Recipient(s)","Amount (DACC)","Total (DACC)","Status","Timestamp","Gas Used"
"multi-send","0x324df6d5671e7226e591e514994e05892aae1b8a7984a21b34f1e7e1e8fc79d9","0xA7f01411BE93607d8f9C22ECdF8b4f9f70e6A6c5;0x312271DA2387cF95932a1E0420fD2aB456Bd629e;0x062B8920Bf397Db30aEC4306AFCe314650aeA21a;0xec6FC60bf564C83290B044Cb334d92f22e714Fd1;0x41d3F06727D9D1f8B515CEffdF01A4E2A38e0CE3;0xEf0b2Bc47Ed050211442909f8Ab144f8715219D3;0x06183A4d60a132D053194034faA93A7c500FbeE7;0x0203B3ff0aa3E72eE03D048dD262f85B95ea620C;0x18289850cdccB98d54B6BaBaC990725D25192bD8;0x667d980de911bcc94192de52de9e30907e4ca269","0.0001","0.001000","success","2026-05-13T11:34:32.503Z","132053"
